PORT,VALUE
8489,8
8490,3
8491,2
8492,8
8493,7
8494,5
8495,10
8496,3
8497,1
8498,5
8499,2
8500,9
8501,8
8502,10
8503,7
8504,4
8505,8
8506,6
8507,5
8508,6
8509,6
8510,5
8511,3
8512,8
8513,7
8514,7
8515,7
8516,7
8517,1
8518,11
8519,7
8520,0
8521,2
8522,5
8523,7
8524,2
8525,6
8526,4
8527,6
8528,9
8529,2
8530,8
8531,7
8532,8
8533,5
8534,6
8535,4
8536,6
8537,8
8538,5
8539,6
8540,13
8541,6
8542,13
8543,12
8544,4
8545,3
8546,3
8547,6
8548,7
8549,7
8550,6
8551,2
8552,2
8553,6
8554,6
8555,9
8556,7
8557,0
8558,7
8559,3
8560,4
8561,5
8562,5
8563,5
8564,8
8565,10
8566,5
8567,4
8568,2
8569,2
8570,6
8571,10
8572,10
8573,3
8574,1
8575,7
8576,2
8577,5
8578,12
8579,9
8580,5
8581,14
8582,12
8583,6
8584,7
8585,9
8586,4
8587,11
8588,0
8589,12
8590,7
8591,7
8592,11
8593,7
8594,0
8595,6
8596,8
8597,5
8598,6
8599,9
8600,7
8601,7
8602,17
8603,11
8604,1
8605,10
8606,2
8607,2
8608,9
8609,5
8610,7
8611,5
8612,8
8613,9
8614,6
8615,2
8616,4
8617,6
8618,9
8619,8
8620,9
8621,0
8622,4
8623,4
8624,9
8625,8
8626,5
8627,8
8628,6
8629,9
8630,4
8631,10
8632,4
8633,2
8634,5
8635,5
8636,6
8637,15
8638,8
8639,2
8640,11
8641,14
8642,3
8643,11
8644,8
8645,2
8646,6
8647,4
8648,3
8649,8
8650,9
8651,18
8652,8
8653,7
8654,3
8655,2
8656,12
8657,5
8658,5
8659,4
8660,4
8661,4
8662,2
8663,2
8664,8
8665,3
8666,11
8667,9
8668,6
8669,4
8670,6
8671,4
8672,3
8673,7
8674,7
8675,8
8676,6
8677,2
8678,3
8679,5
8680,6
8681,2
8682,4
8683,6
8684,2
8685,6
8686,2
8687,3
8688,6
8689,3
8690,6
8691,1
8692,3
8693,2
8694,7
8695,4
8696,4
8697,5
8698,10
8699,0
8700,10
8701,9
8702,0
8703,12
8704,6
8705,3
8706,2
8707,5
8708,4
8709,11
8710,5
8711,2
8712,7
8713,3
8714,3
8715,2
8716,6
8717,1
8718,9
8719,6
8720,4
8721,9
8722,10
8723,10
8724,6
8725,4
8726,5
8727,4
8728,5
8729,10
8730,4
8731,5
8732,2
8733,6
8734,8
8735,0
8736,6
8737,0
8738,5
8739,5
8740,2
8741,6
8742,6
8743,0
8744,4
8745,7
8746,10
8747,4
8748,5
8749,7
8750,11
8751,9
8752,2
8753,6
8754,11
8755,6
8756,6
8757,7
8758,7
8759,1
8760,5
8761,4
8762,2
8763,2
8764,5
8765,0
8766,8
8767,9
8768,9
8769,5
8770,3
8771,2
8772,2
8773,3
8774,2
8775,3
8776,7
8777,6
8778,4
8779,3
8780,5
8781,2
8782,7
8783,3
8784,10
8785,6
8786,3
8787,5
8788,5
8789,7
8790,7
8791,11
8792,11
8793,11
8794,19
8795,7
8796,6
8797,8
8798,5
8799,12
8800,9
8801,3
8802,10
8803,7
8804,6
8805,9
8806,15
8807,2
8808,4
8809,8
8810,10
8811,0
8812,16
8813,7
8814,0
8815,9
8816,5
8817,5
8818,2
8819,4
8820,2
8821,4
8822,0
8823,2
8824,1
8825,8
8826,5
8827,7
8828,3
8829,6
8830,0
8831,3
8832,11
8833,9
8834,1
8835,8
8836,5
8837,5
8838,10
8839,4
8840,5
8841,7
8842,6
8843,4
8844,8
8845,4
8846,4
8847,1
8848,8
8849,5
8850,2
8851,5
8852,10
8853,2
8854,4
8855,4
8856,4
8857,2
8858,8
8859,7
8860,3
8861,4
8862,7
8863,2
8864,6
8865,3
8866,3
8867,2
8868,2
8869,10
8870,5
8871,2
8872,5
8873,4
8874,9
8875,1
8876,5
8877,1
8878,1
8879,1
8880,3
8881,1
8882,4
8883,4
8884,10
8885,3
8886,3
8887,4
8888,2
8889,1
8890,5
8891,1
8892,4
8893,5
8894,0
8895,7
8896,3
8897,5
8898,7
8899,2
8900,6
8901,4
8902,6
8903,13
8904,5
8905,3
8906,4
8907,13
8908,10
8909,4
8910,4
8911,6
8912,3
8913,9
8914,2
8915,2
8916,7
8917,9
8918,6
8919,3
8920,7
8921,3
8922,3
8923,5
8924,4
8925,7
8926,3
8927,8
8928,6
8929,5
8930,5
8931,9
8932,3
8933,4
8934,7
8935,2
8936,5
8937,8
8938,6
8939,7
8940,13
8941,7
8942,10
8943,3
8944,4
8945,2
8946,8
8947,2
8948,7
8949,7
8950,6
8951,3
8952,6
8953,1
8954,0
8955,10
8956,4
8957,3
8958,10
8959,6
8960,11
8961,10
8962,14
8963,4
8964,7
8965,0
8966,7
8967,9
8968,4
8969,5
8970,8
8971,3
8972,2
8973,4
8974,5
8975,1
8976,5
8977,1
8978,4
8979,3
8980,6
8981,1
8982,4
8983,1
8984,3
8985,10
8986,1
8987,7
8988,3
8989,8
8990,2
8991,6
8992,2
8993,3
8994,14
8995,4
8996,10
8997,4
8998,8
8999,2
9000,10
9001,8
9002,5
9003,13
9004,6
9005,13
9006,12
9007,6
9008,6
9009,4
9010,0
9011,7
9012,4
9013,8
9014,7
9015,5
9016,1
9017,2
9018,5
9019,7
9020,4
9021,13
9022,8
9023,4
9024,10
9025,1
9026,1
9027,12
9028,5
9029,11
9030,6
9031,7
9032,7
9033,9
9034,3
9035,3
9036,11
9037,2
9038,5
9039,6
9040,3
9041,5
9042,4
9043,7
9044,4
9045,10
9046,4
9047,9
9048,7
9049,4
9050,7
9051,1
9052,2
9053,8
9054,4
9055,5
9056,6
9057,2
9058,8
9059,5
9060,3
9061,2
9062,7
9063,2
9064,6
9065,6
9066,2
9067,7
9068,5
9069,8
9070,3
9071,6
9072,9
9073,3
9074,5
9075,13
9076,3
9077,7
9078,16
9079,6
9080,10
9081,7
9082,3
9083,1
9084,4
9085,9
9086,2
9087,7
9088,6
9089,1
9090,9
9091,5
9092,7
9093,11
9094,6
9095,10
9096,6
9097,6
9098,3
9099,6
9100,4
9101,2
9102,9
9103,9
9104,8
9105,10
9106,6
9107,3
9108,6
9109,10
9110,4
9111,1
9112,10
9113,2
9114,9
9115,11
9116,7
9117,4
9118,5
9119,11
9120,5
9121,10
9122,7
9123,4
9124,13
9125,4
9126,6
9127,10
9128,3
9129,5
9130,12
9131,6
9132,9
9133,6
9134,2
9135,5
9136,3
9137,2
9138,6
9139,4
9140,5
9141,1
9142,3
9143,3
9144,0
9145,0
9146,1
9147,2
9148,4
9149,4
9150,4
9151,1
9152,0
9153,7
9154,2
9155,2
9156,3
9157,1
9158,3
9159,0
9160,0
9161,0
9162,2
9163,3
9164,3
9165,2
9166,3
9167,1
9168,3
9169,7
9170,2
9171,11
9172,9
9173,0
9174,8
9175,1
9176,3
9177,5
9178,3
9179,0
9180,5
9181,4
9182,0
9183,8
9184,0
9185,1
9186,9
9187,0
9188,2
9189,8
9190,4
9191,5
9192,7
9193,9
9194,2
9195,7
9196,1
9197,4
9198,7
9199,4
9200,5
9201,13
9202,5
9203,7
9204,12
9205,5
9206,4
9207,7
9208,16
9209,8
9210,9
9211,9
9212,6
9213,5
9214,4
9215,4
9216,6
9217,13
9218,9
9219,16
9220,8
9221,6
9222,11
9223,3
9224,6
9225,6
9226,4
9227,3
9228,5
9229,10
9230,7
9231,10
9232,7
9233,4
9234,12
9235,7
9236,10
9237,16
9238,9
9239,11
9240,15
9241,6
9242,4
9243,10
9244,2
9245,7
9246,3
9247,8
9248,9
9249,8
9250,7
9251,2
9252,13
9253,3
9254,2
9255,16
9256,3
9257,7
9258,23
9259,3
9260,7
9261,8
9262,4
9263,4
9264,10
9265,7
9266,0
9267,15
9268,7
9269,5
9270,5
9271,8
9272,3
9273,5
9274,6
9275,11
9276,5
9277,3
9278,7
9279,1
9280,6
9281,4
9282,4
9283,4
9284,14
9285,4
9286,9
9287,9
9288,1
9289,5
9290,6
9291,4
9292,1
9293,5
9294,6
9295,6
9296,5
9297,6
9298,5
9299,8
9300,5
9301,5
9302,3
9303,6
9304,5
9305,12
9306,4
9307,3
9308,11
9309,2
9310,12
9311,8
9312,3
9313,4
9314,5
9315,2
9316,5
9317,2
9318,3
9319,6
9320,1
9321,10
9322,3
9323,3
9324,5
9325,7
9326,6
9327,2
9328,5
9329,1
9330,5
9331,5
9332,6
9333,10
9334,12
9335,2
9336,13
9337,6
9338,1
9339,4
9340,6
9341,3
9342,6
9343,8
9344,8
9345,8
9346,7
9347,4
9348,5
9349,7
9350,14
9351,2
9352,7
9353,4
9354,5
9355,5
9356,4
9357,3
9358,7
9359,4
9360,7
9361,8
9362,4
9363,6
9364,0
9365,5
9366,3
9367,0
9368,7
9369,6
9370,7
9371,8
9372,1
9373,10
9374,6
9375,3
9376,18
9377,4
9378,7
9379,14
9380,5
9381,1
9382,10
9383,0
9384,3
9385,13
9386,8
9387,8
9388,9
9389,9
9390,4
9391,3
9392,2
9393,0
9394,2
9395,10
9396,2
9397,5
9398,7
9399,2
9400,2
9401,7
9402,2
9403,4
9404,5
9405,7
9406,5
9407,7
9408,3
9409,5
9410,9
9411,3
9412,6
9413,4
9414,4
9415,10
9416,9
9417,5
9418,2
9419,10
9420,3
9421,7
9422,6
9423,1
9424,2
9425,11
9426,2
9427,6
9428,6
9429,7
9430,2
9431,4
9432,3
9433,5
9434,2
9435,1
9436,8
9437,5
9438,10
9439,4
9440,1
9441,11
9442,6
9443,8
9444,13
9445,1
9446,3
9447,12
9448,9
9449,9
9450,5
9451,8
9452,11
9453,7
9454,13
9455,3
9456,5
9457,4
9458,5
9459,1
9460,3
9461,9
9462,1
9463,2
9464,5
9465,3
9466,0
9467,9
9468,3
9469,2
9470,5
9471,1
9472,0
9473,12
9474,1
9475,4
9476,6
9477,4
9478,2
9479,6
9480,6
9481,4
9482,5
9483,5
9484,3
9485,4
9486,2
9487,0
9488,9
9489,1
9490,7
9491,6
9492,3
9493,1
9494,3
9495,4
9496,6
9497,4
9498,12
9499,4
9500,4
9501,3
9502,7
9503,7
9504,5
9505,12
9506,11
9507,5
9508,9
9509,8
9510,4
9511,9
9512,2
9513,2
9514,11
9515,6
9516,3
9517,6
9518,10
9519,4
9520,11
9521,9
9522,4
9523,7
9524,6
9525,8
9526,2
9527,7
9528,2
9529,7
9530,4
9531,4
9532,3
9533,6
9534,3
9535,12
9536,3
9537,2
9538,6
9539,3
9540,6
9541,9
9542,5
9543,6
9544,6
9545,7
9546,6
9547,10
9548,7
9549,14
9550,8
9551,12
9552,11
9553,7
9554,15
9555,11
9556,10
9557,11
9558,7
9559,9
9560,2
9561,5
9562,3
9563,5
9564,4
9565,6
9566,7
9567,5
9568,11
9569,11
9570,9
9571,5
9572,4
9573,4
9574,13
9575,3
9576,1
9577,2
9578,7
9579,7
9580,6
9581,3
9582,9
9583,6
9584,8
9585,9
9586,3
9587,2
9588,10
9589,5
9590,3
9591,5
9592,6
9593,5
9594,7
9595,3
9596,9
9597,2
9598,3
9599,5
9600,9
9601,0
9602,2
9603,5
9604,1
9605,4
9606,13
9607,5
9608,9
9609,8
9610,4
9611,4
9612,3
9613,5
9614,1
9615,4
9616,7
9617,11
9618,10
9619,4
9620,4
9621,4
9622,7
9623,6
9624,4
9625,18
9626,4
9627,7
9628,6
9629,6
9630,5
9631,8
9632,6
9633,8
9634,9
9635,0
9636,4
9637,13
9638,3
9639,6
9640,2
9641,5
9642,15
9643,8
9644,11
9645,7
9646,7
9647,9
9648,3
9649,2
9650,8
9651,3
9652,6
9653,8
9654,9
9655,0
9656,4
9657,8
9658,11
9659,5
9660,15
9661,3
9662,5
9663,7
9664,5
9665,3
9666,12
9667,8
9668,7
9669,3
9670,1
9671,4
9672,4
9673,3
9674,2
9675,4
9676,4
9677,2
9678,14
9679,8
9680,6
9681,14
9682,19
9683,10
9684,12
9685,8
9686,11
9687,14
9688,9
9689,8
9690,11
9691,8
9692,8
9693,12
9694,5
9695,4
9696,11
9697,10
9698,2
9699,6
9700,14
9701,15
9702,1
9703,4
9704,4
9705,2
9706,7
9707,7
9708,6
9709,7
9710,7
9711,4
9712,10
9713,3
9714,9
9715,6
9716,4
9717,13
9718,5
9719,11
9720,8
9721,12
9722,3
9723,8
9724,7
9725,7
9726,8
9727,12
9728,2
9729,10
9730,6
9731,12
9732,5
9733,8
9734,6
9735,5
9736,6
9737,4
9738,7
9739,0
9740,4
9741,14
9742,6
9743,4
9744,6
9745,5
9746,3
9747,9
9748,3
9749,5
9750,4
9751,12
9752,3
9753,4
9754,3
9755,5
9756,6
9757,9
9758,6
9759,11
9760,5
9761,7
9762,5
9763,6
9764,2
9765,4
9766,9
9767,6
9768,3
9769,7
9770,3
9771,3
9772,7
9773,4
9774,3
9775,8
9776,7
9777,6
9778,3
9779,5
9780,5
9781,8
9782,9
9783,7
9784,9
9785,5
9786,10
9787,5
9788,2
9789,9
9790,9
9791,2
9792,8
9793,8
9794,12
9795,7
9796,5
9797,7
9798,2
9799,2
9800,6
9801,7
9802,3
9803,6
9804,2
9805,8
9806,6
9807,5
9808,2
9809,8
9810,2
9811,4
9812,16
9813,13
9814,1
9815,7
9816,10
9817,2
9818,14
9819,2
9820,5
9821,5
9822,4
9823,10
9824,15
9825,10
9826,5
9827,8
9828,13
9829,7
9830,7
9831,9
9832,1
9833,8
9834,15
9835,4
9836,6
9837,6
9838,5
9839,7
9840,3
9841,11
9842,10
9843,2
9844,8
9845,7
9846,2
9847,7
9848,17
9849,6
9850,4
9851,6
9852,5
9853,5
9854,8
9855,5
9856,6
9857,4
9858,8
9859,10
9860,0
9861,4
9862,3
9863,4
9864,9
9865,4
9866,7
9867,7
9868,6
9869,3
9870,3
9871,8
9872,11
9873,6
9874,7
9875,5
9876,2
9877,5
9878,8
9879,6
9880,11
9881,6
9882,6
9883,5
9884,7
9885,10
9886,8
9887,4
9888,5
9889,9
9890,7
9891,2
9892,6
9893,7
9894,6
9895,8
9896,5
9897,3
9898,5
9899,10
9900,4
9901,8
9902,7
9903,0
9904,16
9905,5
9906,9
9907,11
9908,2
9909,6
9910,7
9911,5
9912,5
9913,2
9914,3
9915,8
9916,7
9917,10
9918,18
9919,8
9920,2
9921,11
9922,4
9923,8
9924,7
9925,4
9926,9
9927,5
9928,7
9929,9
9930,6
9931,5
9932,14
9933,13
9934,11
9935,5
9936,5
9937,3
9938,5
9939,2
9940,7
9941,5
9942,4
9943,4
9944,9
9945,12
9946,8
9947,4
9948,0
9949,5
9950,7
9951,5
9952,5
9953,11
9954,8
9955,9
9956,7
9957,4
9958,6
9959,10
9960,12
9961,6
9962,10
9963,7
9964,10
9965,4
9966,4
9967,11
9968,7
9969,6
9970,6
9971,10
9972,18
9973,8
9974,12
9975,7
9976,10
9977,4
9978,9
9979,8
9980,10
9981,5
9982,6
9983,5
9984,2
9985,4
9986,3
9987,3
9988,7
9989,11
9990,10
9991,4
9992,6
9993,8
9994,6
9995,5
9996,11
9997,8
9998,10
9999,12
10000,5
10001,2
10002,7
10003,5
10004,3
10005,8
10006,3
10007,21
10008,10
10009,8
10010,7
10011,4
10012,5
10013,11
10014,13
10015,7
10016,2
10017,9
10018,6
10019,1
10020,11
10021,3
10022,2
10023,12
10024,5
10025,3
10026,11
10027,4
10028,4
10029,9
10030,6
10031,8
10032,2
10033,5
10034,6
10035,7
10036,8
10037,6
10038,6
10039,11
10040,9
10041,5
10042,4
10043,6
10044,4
10045,5
10046,6
10047,5
10048,8
10049,6
10050,6
10051,11
10052,7
10053,7
10054,9
10055,4
10056,13
10057,8
10058,2
10059,6
10060,2
10061,2
10062,6
10063,12
10064,3
10065,4
10066,9
10067,8
10068,4
10069,3
10070,5
10071,5
10072,4
10073,7
10074,12
10075,8
10076,5
10077,3
10078,3
10079,7
10080,2
10081,6
10082,2
10083,5
10084,3
10085,7
10086,6
10087,3
10088,7
10089,6
10090,1
10091,4
10092,8
10093,11
10094,7
10095,10
10096,10
10097,7
10098,10
10099,2
10100,11
10101,6
10102,6
10103,12
10104,6
10105,14
10106,5
10107,7
10108,9
10109,5
10110,9
10111,10
10112,4
10113,8
10114,12
10115,3
10116,8
10117,9
10118,10
10119,12
10120,4
10121,12
10122,11
10123,17
10124,15
10125,11
10126,2
10127,9
10128,11
10129,7
10130,13
10131,12
10132,6
10133,9
10134,10
10135,7
10136,3
10137,8
10138,11
10139,7
10140,7
10141,5
10142,7
10143,3
10144,11
10145,4
10146,3
10147,9
10148,6
10149,12
10150,6
10151,5
10152,14
10153,7
10154,9
10155,10
10156,8
10157,3
10158,5
10159,10
10160,10
10161,8
10162,19
10163,9
10164,3
10165,9
10166,6
10167,5
10168,10
10169,9
10170,9
10171,11
10172,7
10173,4
10174,9
10175,6
10176,4
10177,7
10178,4
10179,3
10180,11
10181,12
10182,7
10183,7
10184,4
10185,7
10186,9
10187,5
10188,7
10189,5
10190,13
10191,2
10192,7
10193,4
10194,5
10195,2
10196,8
10197,8
10198,10
10199,9
10200,2
10201,6
10202,3
10203,3
10204,7
10205,5
10206,6
10207,9
10208,12
10209,15
10210,6
10211,5
10212,7
10213,7
10214,3
10215,8
10216,5
10217,7
10218,9
10219,4
10220,7
10221,4
10222,6
10223,7
10224,5
10225,6
10226,5
10227,4
10228,8
10229,7
10230,3
10231,0
10232,4
10233,3
10234,4
10235,7
10236,2
10237,3
10238,10
10239,9
10240,2
10241,12
10242,11
10243,0
10244,6
10245,6
10246,4
10247,5
10248,9
10249,6
10250,5
10251,12
10252,4
10253,4
10254,8
10255,4
10256,10
10257,6
10258,5
10259,14
10260,2
10261,8
10262,11
10263,7
10264,5
10265,4
10266,3
10267,11
10268,9
10269,3
10270,11
10271,6
10272,8
10273,8
10274,3
10275,3
10276,6
10277,1
10278,4
10279,6
10280,4
10281,3
10282,0
10283,6
10284,4
10285,0
10286,5
10287,5
10288,5
10289,11
10290,2
10291,2
10292,7
10293,3
10294,7
10295,6
10296,5
10297,13
10298,5
10299,10
10300,11
10301,6
10302,7
10303,9
10304,6
10305,0
10306,10
10307,3
10308,1
10309,15
10310,10
10311,5
10312,8
10313,5
10314,8
10315,4
10316,0
10317,6
10318,14
10319,1
10320,4
10321,7
10322,4
10323,6
10324,8
10325,2
10326,8
10327,7
10328,8
10329,5
10330,7
10331,2
10332,3
10333,7
10334,3
10335,2
10336,6
10337,4
10338,7
10339,7
10340,8
10341,2
10342,2
10343,2
10344,3
10345,11
10346,8
10347,3
10348,4
10349,12
10350,7
10351,7
10352,4
10353,11
10354,8
10355,7
10356,10
10357,10
10358,2
10359,7
10360,7
10361,5
10362,9
10363,8
10364,1
10365,9
10366,4
10367,2
10368,7
10369,8
10370,2
10371,8
10372,4
10373,12
10374,8
10375,5
10376,6
10377,2
10378,10
10379,9
10380,4
10381,8
10382,8
10383,5
10384,3
10385,3
10386,3
10387,7
10388,7
10389,15
10390,1
10391,8
10392,5
10393,6
10394,14
10395,5
10396,4
10397,7
10398,2
10399,4
10400,5
10401,4
10402,11
10403,4
10404,9
10405,7
10406,2
10407,6
10408,7
10409,7
10410,3
10411,5
10412,5
10413,9
10414,7
10415,8
10416,4
10417,8
10418,0
10419,4
10420,6
10421,3
10422,7
10423,6
10424,5
10425,8
10426,6
10427,3
10428,12
10429,4
10430,10
10431,4
10432,3
10433,4
10434,8
10435,9
10436,6
10437,5
10438,5
10439,3
10440,0
10441,2
10442,4
10443,2
10444,8
10445,4
10446,4
10447,7
10448,2
10449,5
10450,6
10451,13
10452,12
10453,10
10454,8
10455,9
10456,9
10457,6
10458,0
10459,8
10460,7
10461,12
10462,9
10463,4
10464,2
10465,8
10466,7
10467,3
10468,7
10469,5
10470,10
10471,14
10472,13
10473,7
10474,7
10475,10
10476,9
10477,10
10478,4
10479,7
10480,15
10481,6
10482,6
10483,11
10484,8
10485,4
10486,3
10487,6
10488,4
10489,4
10490,5
10491,4
10492,4
10493,4
10494,7
10495,7
10496,6
10497,5
10498,3
10499,10
10500,1
10501,6
10502,8
10503,6
10504,6
10505,2
10506,1
10507,7
10508,4
10509,11
10510,8
10511,9
10512,6
10513,7
10514,3
10515,8
10516,1
10517,7
10518,3
10519,8
10520,8
10521,4
10522,9
10523,3
10524,2
10525,3
10526,10
10527,4
10528,3
10529,9
10530,5
10531,9
10532,4
10533,1
10534,8
10535,8
10536,4
10537,5
10538,6
10539,6
10540,4
10541,9
10542,0
10543,6
10544,5
10545,3
10546,8
10547,13
10548,5
10549,3
10550,7
10551,1
10552,5
10553,7
10554,2
10555,8
10556,10
10557,10
10558,2
10559,14
10560,7
10561,7
10562,6
10563,7
10564,4
10565,10
10566,5
10567,9
10568,15
10569,8
10570,10
10571,2
10572,4
10573,9
10574,3
10575,2
10576,1
10577,8
10578,7
10579,8
10580,2
10581,5
10582,8
10583,9
10584,4
10585,5
10586,8
10587,5
10588,7
10589,6
10590,12
10591,5
10592,10
10593,8
10594,6
10595,14
10596,6
10597,6
10598,13
10599,6
10600,11
10601,9
10602,6
10603,4
10604,12
10605,7
10606,6
10607,19
10608,0
10609,4
10610,10
10611,7
10612,10
10613,15
10614,9
10615,7
10616,9
10617,6
10618,7
10619,10
10620,8
10621,7
10622,8
10623,3
10624,6
10625,7
10626,8
10627,6
10628,10
10629,4
10630,7
10631,10
10632,5
10633,1
10634,9
10635,4
10636,6
10637,8
10638,5
10639,4
10640,8
10641,13
10642,16
10643,4
10644,6
10645,10
10646,10
10647,8
10648,3
10649,5
10650,9
10651,5
10652,5
10653,8
10654,7
10655,11
10656,7
10657,17
10658,15
10659,7
10660,6
10661,20
10662,0
10663,7
10664,13
10665,4
10666,9
10667,10
10668,7
10669,7
10670,6
10671,6
10672,3
10673,17
10674,3
10675,3
10676,6
10677,2
10678,7
10679,6
10680,6
10681,8
10682,4
10683,9
10684,9
10685,3
10686,5
10687,2
10688,6
10689,7
10690,3
10691,2
10692,4
10693,5
10694,9
10695,7
10696,2
10697,12
10698,7
10699,13
10700,8
10701,9
10702,5
10703,5
10704,9
10705,7
10706,8
10707,6
10708,7
10709,7
10710,5
10711,7
10712,10
10713,10
10714,14
10715,11
10716,6
10717,8
10718,21
10719,9
10720,11
10721,6
10722,9
10723,15
10724,11
10725,12
10726,18
10727,8
10728,9
10729,9
10730,7
10731,8
10732,9
10733,8
10734,12
10735,6
10736,11
10737,3
10738,5
10739,5
10740,8
10741,1
10742,8
10743,5
10744,7
10745,9
10746,6
10747,2
10748,10
10749,10
10750,10
10751,10
10752,12
10753,11
10754,9
10755,1
10756,8
10757,10
10758,3
10759,3
10760,9
10761,14
10762,9
10763,16
10764,10
10765,4
10766,19
10767,12
10768,6
10769,11
10770,10
10771,7
10772,11
10773,11
10774,9
10775,7
10776,6
10777,10
10778,10
10779,14
10780,12
10781,10
10782,8
10783,6
10784,8
10785,9
10786,16
10787,10
10788,10
10789,5
10790,8
10791,4
10792,10
10793,7
10794,9
10795,7
10796,8
10797,5
10798,14
10799,4
10800,5
10801,9
10802,8
10803,4
10804,12
10805,6
10806,5
10807,16
10808,10
10809,5
10810,10
10811,12
10812,8
10813,6
10814,3
10815,4
10816,4
10817,7
10818,2
10819,4
10820,2
10821,6
10822,8
10823,4
10824,4
10825,7
10826,11
10827,9
10828,11
10829,6
10830,8
10831,6
10832,6
10833,8
10834,14
10835,7
10836,13
10837,11
10838,5
10839,4
10840,11
10841,5
10842,6
10843,5
10844,8
10845,4
10846,3
10847,6
10848,5
10849,7
10850,8
10851,7
10852,9
10853,9
10854,14
10855,9
10856,6
10857,7
10858,16
10859,4
10860,14
10861,7
10862,7
10863,9
10864,18
10865,7
10866,6
10867,14
10868,9
10869,5
10870,3
10871,6
10872,2
10873,5
10874,3
10875,4
10876,4
10877,8
10878,7
10879,6
10880,8
10881,5
10882,5
10883,6
10884,8
10885,6
10886,10
10887,8
10888,6
10889,8
10890,7
10891,3
10892,11
10893,5
10894,4
10895,10
10896,1
10897,5
10898,11
10899,8
10900,4
10901,6
10902,4
10903,4
10904,8
10905,7
10906,4
10907,7
10908,5
10909,0
10910,3
10911,2
10912,5
10913,0
10914,7
10915,3
10916,6
10917,4
10918,5
10919,15
10920,6
10921,5
10922,13
10923,8
10924,9
10925,7
10926,8
10927,6
10928,10
10929,9
10930,7
10931,11
10932,8
10933,8
10934,14
10935,2
10936,5
10937,7
10938,3
10939,6
10940,9
10941,8
10942,3
10943,13
10944,5
10945,4
10946,7
10947,3
10948,4
10949,11
10950,2
10951,6
10952,10
10953,3
10954,2
10955,17
10956,7
10957,3
10958,14
10959,7
10960,3
10961,6
10962,12
10963,1
10964,8
10965,5
10966,4
10967,9
10968,5
10969,5
10970,3
10971,4
10972,8
10973,1
10974,4
10975,5
10976,7
10977,8
10978,5
10979,11
10980,3
10981,4
10982,4
10983,0
10984,11
10985,4
10986,4
10987,5
10988,9
10989,2
10990,6
10991,9
10992,4
10993,5
10994,12
10995,4
10996,5
10997,4
10998,8
10999,12
11000,2
11001,4
11002,7
11003,5
11004,2
11005,5
11006,6
11007,5
11008,7
11009,5
11010,4
11011,4
11012,9
11013,2
11014,9
11015,4
11016,7
11017,8
11018,5
11019,4
11020,11
11021,6
11022,2
11023,8
11024,2
11025,8
11026,7
11027,5
11028,6
11029,7
11030,7
11031,5
11032,4
11033,3
11034,3
11035,10
11036,3
11037,6
11038,6
11039,0
11040,9
11041,13
11042,4
11043,6
11044,5
11045,2
11046,0
11047,10
11048,6
11049,2
11050,5
11051,3
11052,10
11053,6
11054,8
11055,5
11056,11
11057,2
11058,9
11059,15
11060,3
11061,9
11062,13
11063,12
11064,10
11065,6
11066,10
11067,10
11068,13
11069,10
11070,11
11071,5
11072,2
11073,8
11074,10
11075,5
11076,10
11077,10
11078,10
11079,6
11080,7
11081,4
11082,14
11083,10
11084,5
11085,4
11086,13
11087,6
11088,8
11089,6
11090,7
11091,3
11092,2
11093,9
11094,5
11095,4
11096,1
11097,5
11098,9
11099,6
11100,14
11101,4
11102,3
11103,6
11104,7
11105,7
11106,8
11107,6
11108,8
11109,7
11110,3
11111,5
11112,6
11113,5
11114,10
11115,6
11116,6
11117,9
11118,6
11119,3
11120,3
11121,4
11122,4
11123,6
11124,4
11125,15
11126,4
11127,6
11128,2
11129,6
11130,5
11131,13
11132,6
11133,9
11134,10
11135,7
11136,3
11137,13
11138,7
11139,3
11140,17
11141,7
11142,4
11143,11
11144,4
11145,5
11146,22
11147,6
11148,9
11149,9
11150,1
11151,4
11152,7
11153,8
11154,6
11155,4
11156,13
11157,4
11158,3
11159,8
11160,8
11161,5
11162,6
11163,6
11164,4
11165,8
11166,14
11167,8
11168,3
11169,6
11170,4
11171,1
11172,8
11173,1
11174,4
11175,10
11176,10
11177,11
11178,4
11179,6
11180,6
11181,8
11182,10
11183,4
11184,6
11185,2
11186,10
11187,9
11188,6
11189,10
11190,6
11191,9
11192,11
11193,8
11194,6
11195,8
11196,6
11197,3
11198,5
11199,5
11200,5
11201,6
11202,11
11203,10
11204,17
11205,4
11206,8
11207,6
11208,8
11209,8
11210,8
11211,8
11212,6
11213,14
11214,6
11215,7
11216,8
11217,5
11218,9
11219,14
11220,6
11221,12
11222,13
11223,9
11224,6
11225,9
11226,2
11227,5
11228,4
11229,11
11230,4
11231,10
11232,10
11233,9
11234,9
11235,6
11236,7
11237,3
11238,11
11239,10
11240,9
11241,10
11242,9
11243,6
11244,4
11245,7
11246,5
11247,2
11248,10
11249,8
11250,6
11251,11
11252,6
11253,11
11254,2
11255,4
11256,0
11257,1
11258,7
11259,2
11260,7
11261,3
11262,8
11263,2
11264,10
11265,4
11266,4
11267,9
11268,9
11269,5
11270,6
11271,10
11272,7
11273,8
11274,13
11275,9
11276,9
11277,12
11278,5
11279,12
11280,7
11281,5
11282,4
11283,8
11284,3
11285,8
11286,11
